ID,Nationality,Club,Age,Value,Wage,Name,Special
179509,France,FC Anzhi Makhachkala,31,2.1M,15K,T. Phibel,1545
160054,Chile,Audax Italiano,33,1.3M,4K,E. Cubildas,1615
231478,Argentina,Racing Club de Avellaneda,19,6.5M,9K,L. Martínez,1720
223543,Brazil,Girondins de Bordeaux,25,3.7M,28K,Jonathan Cafú,1666
160055,Chile,Club de Deportes Temuco,25,2.8M,3K,R. Latorres,1672
227127,Spain,SD Huesca,22,3.8M,10K,Álex Remiro,1172
171831,England,Nottingham Forest,29,2.4M,20K,M. Mancienne,1696
226616,Argentina,Colon de Santa Fe,25,3.6M,8K,J. Galván,1793
201529,Italy,Cagliari,25,3.4M,28K,M. Capuano,1609
206649,Colombia,Atletico Nacional Medellin,34,950K,4K,A. Henríquez,1373
211513,Wales,Derby County,23,4.3M,32K,T. Lawrence,1808
158777,Germany,Hannover 96,31,1.9M,19K,P. Tschauner,1097
187705,Mexico,Guadalajara,30,2.2M,32K,E. Hernández,1907
193081,France,Granada CF,27,2.9M,7K,M. Saunier,1614
191547,Japan,Urawa Red Diamonds,30,3M,11K,S. Koroki,1790
199228,Portugal,Portimonense SC,36,1.1M,6K,Pires,1783
139836,Algeria,Medicana Sivasspor,32,1.8M,10K,C. Medjani,1798
211260,South Africa,Orlando Pirates,31,2.7M,1K,M. Makola,1850
175932,Belgium,Aston Villa,28,2.5M,24K,R. De Laet,1776
203581,Spain,FC Metz,25,3.4M,10K,Balliu,1854
216381,Germany,Fortuna Düsseldorf,23,3.4M,14K,J. Zimmer,1857
223293,Portugal,Stade Rennais FC,24,3.4M,13K,Afonso Figueiredo,1833
160061,Chile,San Luis de Quillota,29,2.4M,4K,N. Aguileda,1555
226877,Portugal,Royal Antwerp FC,22,4.3M,8K,Ivo Rodrigues,1824
230461,Brazil,Grêmio Foot-Ball Porto Alegrense,29,3M,17K,Leordinho Paes,1809
215358,Argentina,Racing Club de Avellaneda,25,3.9M,13K,M. Meli,1966
226110,Ivory Coast,LOSC Lille,22,4.6M,26K,N. Pépé,1709
215615,Spain,Gimnàstic de Tarragona,26,3.7M,8K,Maikel Mesa,1860
160063,Chile,Deportes Iquique,29,2.4M,3K,A. Perosas,1638
186687,Serbia,FC Augsburg,30,2.3M,16K,G. Kačar,1914
208960,Colombia,CD Once Caldas Manizales,30,2.3M,2K,H. Henao,2000
234816,Argentina,Getafe CF,28,2.8M,15K,N. Gorosito,1768
188992,Paraguay,Colon de Santa Fe,29,3M,10K,M. Estigarribia,1981
209473,Algeria,Göztepe,27,3.3M,14K,N. Ghilas,1768
149825,Republic of Ireland,Nottingham Forest,34,1.6M,22K,D. Murphy,1779
231745,Belgium,VfL Wolfsburg,19,5.5M,24K,L. Dimata,1669
202050,Netherlands,Vitesse,25,3.8M,9K,T. Bruns,1937
205122,Brazil,CD Aves,34,1.3M,7K,Adriano Facchini,1091
209218,Syria,Al Taawoun,34,1.6M,16K,J. Al Hussien,1827
211522,Peru,New York City Football Club,25,3.6M,6K,A. Callens,1588
226626,Portugal,CS Marítimo,26,3.7M,8K,Ricardo Valente,1721
226627,Japan,FC Red Bull Salzburg,22,4.4M,21K,T. Minamino,1855
230211,Brazil,Sociedade Esportiva Palmeiras,33,1.3M,21K,Vanderlei Cõembra,1674
193091,Netherlands,Udinese,27,2.9M,17K,B. Nuytinck,1581
201285,Denmark,Lech Poznań,27,3.6M,9K,C. Gytkjær,1757
199238,Korea Republic,Sangju Sangmu FC,28,2.5M,4K,Yun Young Sun,1667
213063,Spain,Levante UD,22,4.2M,13K,Róber,1708
155463,Romania,Kardemir Karabükspor,28,2.5M,11K,V. Găman,1775
160071,Chile,Unión Española,29,2.4M,4K,M. Arguinarena,1708
165191,England,Norwich City,30,3M,27K,C. Jerome,1843
182343,China PR,,30,0,0,Hao Junmin,1939
223816,Uruguay,Santos Laguna,23,4.4M,15K,J. Rodríguez,1881
226376,Argentina,Club Atlético Huracán,22,5M,9K,A. Romero Gamarra,1690
213321,Australia,FC Luzern,25,4M,9K,T. Jurić,1741
239433,Serbia,Valencia CF,22,4.9M,17K,N. Maksimović,1801
45129,Italy,Cesena,33,2M,4K,D. Cacia,1643
201290,Austria,TSG 1899 Hoffenheim,25,4M,24K,R. Žulj,1755
209738,Colombia,CD Los Millionarios Bogota,31,2.1M,4K,A. Cadavid,1495
223818,Portugal,Córdoba CF,27,2.9M,7K,João Afonso,1519
162890,United States,Orlando City Soccer Club,31,2.1M,6K,J. Spector,1842
231242,Algeria,Napoli,20,5M,32K,A. Ounas,1859
170570,Republic of Ireland,Stoke City,30,2.9M,41K,S. Ireland,1819
230219,Brazil,Associação Atlética Ponte Preta,25,2.8M,11K,Estevão Candeira,1623
153164,Argentina,Cruz Azul,30,2.3M,19K,A. Faurlín,1852
158540,Argentina,Chacarita Juniors,37,210K,5K,C. Campestrini,1050
186444,Tunisia,RSC Anderlecht,32,2.5M,17K,H. Harbaoui,1672
139597,Spain,Rayo Vallecano,35,1.4M,7K,Javi Guerra,1809
223053,Ecuador,Cruz Azul,29,3M,23K,A. Mena,1855
226637,Spain,Deportivo Alavés,21,3.6M,12K,Rubén Duarte,1701
176717,Sweden,AIK Solna,31,2.1M,7K,P. Karlsson,1633
230478,Brazil,Grêmio Foot-Ball Porto Alegrense,29,3M,17K,Jairinhazo,1789
198479,Finland,Brøndby IF,29,2.4M,14K,P. Arajuuri,1477
199247,Spain,Cádiz C.F.,24,3.5M,5K,Álex Fernández,1876
224591,France,Toulouse FC,22,3.7M,16K,Y. Bodiger,1872
230479,Brazil,Fluminense Football Club,29,3M,26K,Jessé Ledeiro,1844
189775,Portugal,CD Aves,30,2.3M,9K,Gonçalo,1827
191055,Spain,RCD Espanyol,28,2.5M,18K,Dídac Vilà,1813
199504,Albania,FC Basel,26,3.1M,23K,T. Xhaka,1957
210000,Poland,Lech Poznań,26,3.8M,8K,M. Gajos,1979
155984,Spain,Getafe CF,31,2.7M,19K,Markel Bergara,1931
236112,Brazil,Coritiba Foot Ball Club,25,2.7M,14K,Douglas Armeira,1889
160081,Chile,CD Universidad de Concepción,33,1.3M,4K,J. Rozalas,1810
226385,Argentina,Boca Juniors,22,5M,18K,C. Espinoza,1699
184401,Brazil,Akhisar Belediyespor,28,3.2M,15K,Paulo Henrique,1789
234578,Mexico,Club Atlas,26,3.2M,14K,L. Reyes,1833
172882,Greece,AEK Athens,29,3M,1K,P. Kone,1874
214355,Guatemala,Asociacion Deportivo Cali,31,1.9M,1K,R. Jérez,1096
234835,Portugal,Grupo Desportivo de Chaves,22,3.9M,9K,Domingos Duarte,1517
176211,Poland,Śląsk Wrocław,34,1.6M,7K,M. Robak,1731
203604,Czech Republic,Kasimpaşa SK,26,3.2M,10K,D. Pavelka,1920
160084,Chile,Unión Española,29,2.4M,4K,I. Bosquedo,1900
230484,Brazil,Santos Futebol Clube,33,1.9M,14K,Adrián Burnabão,1772
202069,Argentina,Rosario Central,29,3M,13K,J. Fernández,1934
142677,Argentina,Estudiantes de La Plata,38,425K,8K,L. Desábato,1485
160085,Chile,CD Universidad de Concepción,33,1.3M,4K,D. Dueña,1725
204886,France,Amiens SC Football,23,4.2M,11K,P. Gouano,1527
225878,Paraguay,Club América,22,4.4M,30K,C. Domínguez,1827
163670,Sweden,Malmö FF,32,1.7M,5K,B. Safari,1852
199511,New Caledonia,Dijon FCO,29,2.4M,13K,W. Lautoa,1660
215383,Senegal,RC Strasbourg,23,3.4M,13K,A. Ndour,1743
215639,Brazil,Chelsea,21,4.8M,48K,Kenedy,1858
183895,Argentina,New York City Football Club,30,2.9M,7K,M. Moralez,1929
216408,Lithuania,1. FC Kaiserslautern,22,4.9M,11K,L. Spalvis,1690
224600,Serbia,Arsenal Tula,25,4.1M,19K,G. Čaušić,1909
184664,France,New York Red Bulls,31,2.1M,6K,A. Collin,1636
213337,Brazil,Terek Grozny,22,4.3M,20K,Ismael,1905
222041,Argentina,Torino,21,5M,24K,L. Boyé,1797
222553,Germany,1. FC Heidenheim,26,3M,13K,S. Griesbeck,1727
160089,Chile,Everton de Viña del Mar,29,2.4M,4K,B. Cespeda,1864
202330,Mali,Club Brugge KV,26,3.7M,17K,A. Diaby,1848
142938,Argentina,Club Atlético Lanús,35,1.4M,10K,G. Denis,1677
205659,Italy,Cagliari,23,3.8M,20K,A. Cragno,1111
146011,Nigeria,Gimnàstic de Tarragona,33,2M,9K,I. Uche,1761
176475,Paraguay,CPD Junior Barranquilla,31,2.8M,4K,R. Ovelar,1725
209756,Colombia,Club Atlas,28,2.8M,15K,L. Jiménez,1755
212060,Brazil,Panathinaikos FC,24,4.2M,1K,Luciano,1831
223324,Turkey,Osmanlıspor,32,1.8M,12K,N. Çürüksu,1428
105308,Belgium,Standard de Liège,38,210K,6K,J. Gillet,1199
183644,Austria,FK Austria Wien,28,3.1M,17K,A. Grünwald,1933
193884,England,Swansea City,26,3.7M,41K,S. Clucas,1924
199517,Brazil,Cremonese,32,1.8M,3K,Claiton,1427
156253,England,Aberdeen,29,2.1M,5K,J. Lewis,1223
228702,Netherlands,Ajax,20,5M,7K,F. de Jong,1871
183391,Cameroon,AS Nancy Lorraine,31,1.9M,5K,G. Ndy Assembe,1048
209504,Sweden,Eintracht Frankfurt,24,4.3M,18K,B. Hrgota,1729
220513,Italy,Genoa,23,4.6M,31K,F. Ricci,1757
225121,Spain,Real Sporting de Gijón,22,4.3M,8K,Castro,1744
205410,Chile,Kayserispor,27,3.5M,11K,G. Espinoza,1952
160098,Chile,CD Antofagasta,29,2.4M,4K,R. Labral,1922
203619,Portugal,Boavista FC,30,2.3M,6K,Nuno Henrique,1553
203875,Netherlands,Excelsior,24,3.3M,7K,J. Mattheij,1560
186979,Mexico,Tigres U.A.N.L.,27,2.6M,35K,I. Jiménez,1924
211556,Spain,Real Oviedo,26,3.2M,7K,Carlos Hernández,1603
160100,Chile,Universidad de Chile,33,1.3M,9K,A. Pandaña,1834
167524,Mexico,Tigres U.A.N.L.,29,2.4M,37K,J. Torres Nilo,1904
199781,France,Stade de Reims,27,2.9M,7K,R. Métanire,1776
210533,Brazil,Atalanta,24,4.2M,16K,João Schmidt,1949
211557,Italy,Real Sporting de Gijón,23,3.7M,7K,F. Barba,1476
214373,Paraguay,,33,0,0,A. Silva,1138
199526,Hungary,SpVgg Greuther Fürth,27,2.5M,7K,B. Megyeri,1121
203622,Russia,Terek Grozny,31,1.9M,17K,E. Gorodov,1154
177766,Cameroon,Brighton & Hove Albion,29,2.4M,30K,G. Bong,1818
52326,Switzerland,Leicester City,32,1.8M,30K,E. Jakupović,1168
184422,Argentina,San Martín de San Juan,35,725K,4K,L. Ardente,971
139368,England,Derby County,33,1.3M,33K,J. Shackell,1606
214376,Colombia,Asociacion Deportivo Cali,26,3.2M,3K,D. Andrade,1688
172904,England,Cardiff City,28,3.1M,21K,L. Tomlin,1840
201066,Germany,RB Leipzig,28,3.1M,38K,D. Kaiser,2002
160106,Chile,Universidad de Chile,29,3M,10K,I. Parraz,1809
227690,Russia,FC Ufa,27,2.9M,18K,D. Stotskiy,1968
223339,Portugal,Wisła Kraków,26,3.4M,10K,Zé Manuel,1771
192363,Denmark,Hammarby IF,26,3.1M,4K,M. Fenger,1664
179820,United States,New York Red Bulls,33,1.6M,5K,L. Robles,1110
178029,Turkey,Osmanlıspor,30,2.9M,13K,O. Hurmacı,1916
200302,Scotland,Aberdeen,25,3.2M,6K,G. Shinnie,1903
164462,England,Queens Park Rangers,30,2.3M,19K,N. Onuoha,1718
188270,Gabon,Cardiff City,28,2.5M,20K,B. Ecuélé Manga,1519
188782,England,Birmingham City,29,2.4M,20K,M. Morrison,1562
146288,Spain,CD Tenerife,33,1.3M,6K,Vitolo,1926
214384,Colombia,Atletico Nacional Medellin,24,4.2M,4K,F. Aguilar,1535
203633,Belgium,RSC Anderlecht,23,4.1M,32K,M. Bruno,1867
215665,Portugal,FC Paços de Ferreira,26,3M,8K,Filipe Ferreira,1864
230257,Brazil,Sociedade Esportiva Palmeiras,33,1.9M,23K,Clayton Fildeiras,1952
168561,Colombia,CD Once Caldas Manizales,36,975K,1K,E. Soto,1901
170353,France,Reading,35,1.4M,20K,Y. Kermorgant,1896
179569,Poland,Lech Poznań,30,2.9M,8K,R. Majewski,1889
189553,Spain,CA Osasuna,28,2.5M,8K,Lillo,1813
191089,England,Crystal Palace,24,4.1M,33K,C. Wickham,1732
200818,Brazil,Al Nassr,26,3M,24K,Bruno Uvini,1528
220018,Croatia,Eintracht Frankfurt,23,4.2M,32K,A. Rebić,1839
182130,Hungary,New England Revolution,28,3.2M,7K,K. Németh,1820
225139,South Africa,Montpellier Hérault SC,24,4.1M,16K,K. Dolly,1756
163187,Belgium,FC Dallas,29,3M,7K,R. Lamah,1953
230259,Brazil,Botafogo de Futebol e Regatas,33,1.3M,12K,Juliano Mascarinhas,1824
190579,France,Angers SCO,28,2.5M,16K,Y. Andreu,1693
211060,Brazil,Kawasaki Frontale,27,2.6M,6K,Elsinho,1873
230516,Brazil,Santos Futebol Clube,29,3.1M,15K,Paulao Junqueiras,1538
229237,Switzerland,FC Basel,21,4.7M,17K,M. Akanji,1566
204406,Ecuador,Monarcas Morelia,32,1.8M,8K,G. Achilier,1450
205686,France,Nîmes Olympique,25,3.8M,4K,T. Savanier,1916
142454,Spain,UD Almería,30,2.3M,15K,Verza,1937
226166,France,Montpellier Hérault SC,19,4.5M,9K,N. Mukiele,1787
183414,Italy,Lazio,29,3M,31K,D. Di Gennaro,1911
193910,England,Middlesbrough,25,3.7M,13K,A. Forshaw,1856
215159,Uruguay,Rosario Central,31,2.7M,12K,W. Camacho,1904
156535,Belgium,KRC Genk,36,1M,9K,T. Buffel,1856
164471,Spain,CA Osasuna,31,2.8M,9K,Xisco,1684
193143,Portugal,Wolverhampton Wanderers,26,3.2M,31K,Roderick Miranda,1595
214136,Colombia,Tigres U.A.N.L.,25,3.4M,34K,F. Meza,1579
224376,Brazil,Terek Grozny,22,3.7M,18K,Philipe Sampaio,1505
229496,Portugal,FC Paços de Ferreira,27,2.9M,8K,Marco Baixinho,1573
214393,Colombia,Deportes Tolima,27,2.9M,1K,D. Banguero,1838
228729,Paraguay,Club América,24,3.5M,27K,B. Valdez,1658
230521,Brazil,Cruzeiro,29,3.1M,23K,Nilsito Vilela,1727
199290,Russia,FC Anzhi Makhachkala,26,3.7M,16K,A. Khubulov,1783
106874,Italy,Virtus Entella,29,2.4M,20K,D. Brivio,1871
202107,United States,FC Ingolstadt 04,27,3.5M,17K,A. Morales,1937
208251,Italy,CD Tenerife,25,4.1M,39K,S. Longo,1725
218747,Chile,,26,0,0,C. Pinares,1806
222331,Germany,RB Leipzig,21,4.9M,25K,L. Klostermann,1709
160123,Chile,Audax Italiano,29,3M,5K,B. Dunavante,1789
173179,Spain,1. FC Union Berlin,31,2.1M,20K,Torrejón,1589
221564,Spain,Real Betis Balompié,20,4.8M,16K,N. Leiva,1705
221820,China PR,,26,0,0,Zhang Xizhe,1835
230525,Brazil,São Paulo Futebol Clube,29,2.1M,16K,João Bruiñeira,1089
177533,Morocco,İstanbul Başakşehir FK,31,2.1M,16K,Manuel da Costa,1609
224126,Brazil,Vegalta Sendai,25,4.1M,9K,Crislan,1769
234622,France,Amiens SC Football,24,3.6M,11K,G. Fofana,1842
211327,Uruguay,Toulouse FC,29,2.1M,16K,M. Goicoechea,1197
222079,England,Aston Villa,20,7M,39K,J. Onomah,1727
177279,Norway,FC Groningen,29,3M,10K,R. Jenssen,1965
221312,Colombia,Querétaro,23,3.7M,7K,A. Pérez,1638
181120,Korea DPR,Shimizu S-Pulse,33,2M,4K,Chong Te Se,1850
200065,Turkey,Beşiktaş JK,23,3.7M,28K,A. Nukan,1607
202113,England,Hull City,23,3.7M,7K,M. Odubajo,1917
221313,Colombia,Alianza Petrolera,23,4.3M,1K,E. Arango,1739
160129,Chile,Club de Deportes Temuco,33,1.9M,3K,R. Casirón,1772
177537,Argentina,Banfield,31,2.7M,15K,N. Bertolo,1806
190593,Serbia,FC St. Gallen,26,3.8M,12K,D. Aleksić,1897
228738,Venezuela,Kasimpaşa SK,21,4.8M,8K,J. Murillo,1711
223875,Morocco,FC Nantes,25,4M,17K,Y. Bammou,1868
160131,Chile,CD Palestino,33,1.9M,4K,F. Lecarnado,1729
208260,Greece,Panathinaikos FC,23,3.5M,1K,D. Kourmpelis,1817
190852,England,Sunderland,26,3.7M,8K,C. McManaman,1680
3974,Portugal,Estoril Praia,35,725K,4K,Moreira,1206
230278,Brazil,Clube Atlético Paranaense,25,3.4M,11K,Carleto Costinha,1833
188038,Czech Republic,Antalyaspor,28,2.5M,13K,O. Čelůstka,1883
135303,Brazil,Terek Grozny,34,950K,21K,Rodolfo,1833
158088,Argentina,Club Atlético Huracán,33,1.2M,9K,P. Álvarez,1869
179592,Scotland,Sheffield Wednesday,31,2.7M,36K,G. Boyd,1929
200073,Serbia,Göztepe,27,3M,11K,M. Kosanović,1817
163209,Scotland,Norwich City,30,2.9M,25K,S. Naismith,1944
230281,Brazil,Sociedade Esportiva Palmeiras,25,3.4M,22K,Mauro Riboas,1825
199563,Albania,Terek Grozny,26,3.9M,25K,B. Balaj,1595
210315,Spain,Rayo Vallecano,22,4.3M,75K,De Tomás,1704
191627,Belgium,KV Mechelen,23,4.1M,10K,M. Rits,1876
208268,Italy,Atalanta,22,4.9M,8K,B. Cristante,1794
167308,Czech Republic,Sparta Praha,32,1.8M,1K,M. Kadlec,1908
194956,Portugal,CS Marítimo,30,2.9M,8K,Edgar Costa,1868
229261,Switzerland,Borussia Mönchengladbach,20,7M,18K,D. Zakaria,1830
214158,Colombia,Independiente Santa Fe,25,3.6M,3K,Y. Gordillo,1753
224655,Brazil,FC Paços de Ferreira,33,1.6M,6K,Rafael Defendi,1102
178319,Netherlands,Central Coast Mariners,30,2.3M,3K,W. Brama,1842
211088,Russia,FC Rostov,24,4.2M,20K,P. Mogilevets,1874
225680,Ecuador,Evkur Yeni Malatyaspor,26,3.1M,10K,A. Mina,1570
198033,Portugal,Salernitana,25,3.7M,5K,Alex,1821
219793,France,FC Metz,21,3.9M,6K,T. Didillon,1069
230289,Brazil,Sport Club do Recife,33,2M,14K,Santi da Bruma,1938
199570,Mexico,Guadalajara,27,2.6M,32K,J. Sánchez,1908
212626,Germany,Hertha BSC Berlin,22,5M,18K,D. Selke,1694
215698,France,LOSC Lille,21,3.5M,14K,M. Maignan,1161
41874,France,AS Nancy Lorraine,36,425K,4K,B. Pedretti,1922
183442,England,Oxford United,28,3.1M,9K,J. Henry,1843
230291,Brazil,Sport Club do Recife,25,3.4M,13K,Thiago Alminxa,1744
190356,Portugal,Rio Ave FC,30,3M,8K,Guedes,1779
193172,England,Wolverhampton Wanderers,25,3.9M,32K,B. Marshall,1946
201877,Norway,FC St. Pauli,22,4.2M,15K,M. Møller Dæhli,1604
214933,Argentina,Rosario Central,28,2.6M,10K,D. Rodríguez,1245
193429,Brazil,SL Benfica,26,2.6M,71K,Douglas,1948
208790,Belgium,RC Deportivo de La Coruña,21,4.4M,16K,Z. Bakkali,1705
229526,Ukraine,Shakhtar Donetsk,24,3.6M,1K,M. Malyshev,1923
229782,Serbia,Girondins de Bordeaux,21,3.6M,19K,M. Gajić,1848
190614,Colombia,La Equidad,35,1.4M,2K,D. Álvarez,1715
193686,Italy,Sampdoria,26,3M,21K,V. Regini,1689
199575,Spain,Real Valladolid,28,2.6M,6K,Jordi Masip,1205
205207,Ecuador,FC Krasnodar,22,3.9M,21K,C. Ramírez,1816
170903,Cameroon,Kayserispor,31,2.1M,10K,L. N'Guemo,1909
186519,Spain,Getafe CF,27,3M,15K,Juan Cala,1792
230296,Brazil,Cruzeiro,25,3.4M,21K,Cristian Lodeira,1762
172696,Italy,Avellino,30,3M,4K,M. Ardemagni,1653
198553,Costa Rica,Celtic,27,2.6M,32K,C. Gamboa,1941
202905,Sweden,Eintracht Braunschweig,24,4.1M,17K,C. Nyman,1748
172953,Jamaica,Watford,30,2.2M,32K,A. Mariappa,1706
189849,Morocco,Antalyaspor,28,3.2M,15K,M. El Kabir,1840
193177,Ivory Coast,Göztepe,27,2.6M,12K,A. Traoré,1895
137114,France,LA Galaxy,33,1.3M,6K,M. Ciani,1426
205210,Sweden,Malmö FF,24,3.3M,4K,O. Lewicki,1876
160154,Chile,CD Universidad de Concepción,29,3.1M,5K,J. Darenova,1538
230042,Morocco,SM Caen,20,5M,17K,Y. Ait Bennasser,1872
230298,Brazil,Santos Futebol Clube,25,3.4M,14K,Walter Silvieiro,1800
184218,Denmark,Brentford,30,3M,32K,L. Vibe,1823
193690,Montenegro,KV Oostende,27,2.6M,11K,Z. Tomašević,1868
211099,Senegal,FC Metz,22,4.3M,10K,O. Nguette,1789
227227,Mexico,Necaxa,22,4.2M,9K,D. Álvarez,1762
220061,Slovakia,Bari,24,3.3M,29K,N. Gyömbér,1334
179613,Mali,Crystal Palace,29,3M,36K,B. Sako,1900
193693,Brazil,Omiya Ardija,28,2.5M,4K,Cauê,1906
198046,Poland,Cracovia,24,3.4M,5K,D. Dąbrowski,1880
200094,Russia,Rubin Kazan,24,3.7M,23K,M. Ozdoev,1959
206238,Spain,Levante UD,23,3.7M,13K,Iván López,1901
221342,Spain,Girona CF,19,5M,31K,Pablo Maffeo,1842
225182,Colombia,CPD Junior Barranquilla,21,5M,3K,J. Barrera,1803
160158,Chile,Colo-Colo,29,3.1M,7K,M. Rocental,1727
227230,Brazil,CS Marítimo,25,3.8M,7K,Eber Bessa,2004
230302,Brazil,Santos Futebol Clube,25,3.4M,14K,Josué da Feira,1748
183454,Italy,Bristol City,30,2.2M,27K,E. Pisano,1833
193182,England,Rangers,26,2.9M,26K,W. Foderingham,1162
215455,Croatia,Bologna,22,4.6M,31K,B. Petković,1692
152991,England,Burnley,33,1.8M,35K,D. Marney,1995
199840,Portugal,Sheffield Wednesday,28,3.1M,41K,Marco Matias,1805
189600,Czech Republic,,27,0,0,J. Hušbauer,1901
164769,Scotland,Sheffield Wednesday,30,3M,40K,S. Fletcher,1724
192673,Senegal,En Avant de Guingamp,31,2.1M,15K,M. Diallo,1795
212130,Croatia,SpVgg Greuther Fürth,28,2.5M,7K,M. Maloča,1551
160162,Chile,CD Antofagasta,29,2.1M,3K,F. Barridos,1086
163490,Italy,Cremonese,32,1.8M,17K,M. Canini,1620
177571,Belgium,SV Zulte-Waregem,30,2.3M,11K,T. Derijck,1680
137380,Italy,Bari,33,1.2M,4K,M. Cassani,1915
140196,Japan,Gamba Osaka,37,425K,6K,Y. Endo,1974
142756,Argentina,Club Atlético Huracán,35,1.4M,8K,P. Toranzo,1895
221860,Ecuador,FC Dallas,22,3.7M,5K,C. Gruezo,1803
230564,Serbia,Eintracht Frankfurt,22,4.3M,17K,M. Gaćinović,1911
202149,Albania,PAOK Thessaloniki,23,3.9M,1K,E. Kaçe,1972
214949,DR Congo,Amiens SC Football,23,4.6M,12K,H. Manzala,1884
224933,Italy,Udinese,24,4.1M,18K,K. Lasagna,1666
209063,Sweden,Dinamo Moscow,25,3.3M,20K,S. Holmén,1582
183975,Cameroon,Kayserispor,27,2.6M,10K,J. Kana-Biyik,1591
194727,Germany,Girondins de Bordeaux,27,2.9M,25K,D. Contento,1844
182440,Australia,VfL Bochum,28,3.1M,14K,R. Kruse,1815
200105,Netherlands,Chicago Fire Soccer Club,26,3.1M,6K,J. Kappelhof,1720
199594,Spain,CD Tenerife,30,2.9M,7K,Paco Montañés,1844
142762,Argentina,Unión de Santa Fe,32,1.8M,9K,J. Bottinelli,1568
210602,Saudi Arabia,Al Hilal,25,3.4M,25K,S. Al Dawsari,1848
183722,Brazil,Boavista FC,31,1.9M,7K,Vagner,1210
193706,Bosnia Herzegovina,FC Utrecht,25,3.3M,8K,D. Dumić,1636
209323,Brazil,CF Os Belenenses,23,4.3M,6K,Maurides,1677
169387,Italy,Cesena,33,1.8M,3K,E. Cascione,1988
184747,Scotland,Derby County,28,3.2M,41K,C. Martin,1801
207788,Tunisia,Kasimpaşa SK,28,2.8M,11K,S. Ben Youssef,1606
222124,Argentina,Defensa y Justicia,30,2.9M,10K,H. Fredes,1830
234924,France,AS Monaco,20,5M,19K,A. Diakhaby,1665
201389,Italy,Fiorentina,24,3.5M,3K,C. Biraghi,1901
202413,Spain,UD Las Palmas,26,3.6M,14K,Hernán,1854
205998,Gabon,Kardemir Karabükspor,24,4M,10K,A. Biyogo Poko,1944
111022,Spain,AD Alcorcón,37,425K,6K,David Navarro,1537
217007,Senegal,Juventus,24,4.1M,54K,M. Thiam,1754
209329,Brazil,Olympique de Marseille,22,3.6M,15K,Dória,1628
213937,Spain,Athletic Club de Bilbao,23,4.3M,14K,Aketxe,1875
225713,France,RB Leipzig,20,4.7M,32K,J. Augustin,1650
164529,United States,Toronto FC,33,1.3M,6K,D. Moor,1739
234930,Portugal,En Avant de Guingamp,22,3.9M,13K,Pedro Rebocho,1864
210868,Spain,Cádiz C.F.,29,2.4M,7K,José Mari,1917
183220,Czech Republic,FC Augsburg,27,3.5M,17K,J. Morávek,1891
201141,Russia,Rubin Kazan,27,3M,26K,T. Burlak,1701
207797,Cameroon,,25,0,0,Y. Banana,1511
208309,Belgium,Fulham,23,3.6M,23K,I. Cissé,1892
212405,Spain,Granada CF,28,2.8M,8K,Alberto Martín,1761
214965,Argentina,Necaxa,28,3.2M,12K,C. Riaño,1722
226229,Germany,FC Schalke 04,20,4.9M,17K,T. Kehrer,1770
203446,Morocco,FC Utrecht,26,3.7M,9K,A. Kali,1903
206006,FYR Macedonia,Leeds United,25,3.8M,25K,E. Alioski,1930
208054,Argentina,Independiente,26,3.9M,16K,L. Fernández,1754
209846,Germany,SC Freiburg,24,3.3M,14K,C. Günter,1846
222390,Spain,Rayo Vallecano,21,5M,13K,Unai López,1941
184502,France,AS Nancy Lorraine,29,2.4M,6K,J. Cétout,1860
210872,Brazil,FC Krasnodar,22,4.6M,24K,Wanderson,1690
212408,Guinea Bissau,Jeju United FC,28,3.2M,6K,F. Mendy,1709
201145,France,OGC Nice,27,3.3M,23K,M. Le Bihan,1797
232377,Japan,FC Ingolstadt 04,22,4.4M,14K,T. Sekine,1648
179897,Iceland,Rubin Kazan,31,2.1M,27K,R. Sigurðsson,1651
180409,Turkey,Kardemir Karabükspor,29,2.4M,11K,C. Gülselam,1764
224186,Netherlands,Excelsior,22,3.5M,9K,J. de Wijs,1627
226747,Colombia,Independiente Santa Fe,25,3.3M,3K,B. Perlaza,1724
192955,Poland,Leeds United,27,3.5M,24K,M. Klich,1879
193211,Serbia,SC Freiburg,26,3.1M,16K,A. Ignjovski,1871
191164,Ecuador,Club Atlas,27,3.6M,17K,F. Martínez,1886
193468,Switzerland,BSC Young Boys,25,3.3M,14K,L. Benito,1827
201917,Mali,Panathinaikos FC,26,3.3M,1K,Y. Sylla,1877
163261,Scotland,Burnley,32,1.7M,32K,P. Bardsley,1862
230333,Brazil,Grêmio Foot-Ball Porto Alegrense,33,1.2M,15K,Jonas Damasto,1723
202686,Bermuda,Burnley,27,3.6M,38K,N. Wells,1883
140222,Paraguay,,37,0,0,P. Da Silva,1705
214718,Chile,Cruz Azul,22,4.4M,20K,M. Rodríguez,1821
198335,Costa Rica,Sunderland,27,2.6M,8K,B. Oviedo,1969
214463,Colombia,Independiente Santa Fe,30,3M,4K,W. Morelo,1873
214208,Colombia,CPD Junior Barranquilla,25,3.6M,3K,L. Pico,1820
222400,England,Tottenham Hotspur,21,5.5M,39K,H. Winks,1838
213697,Northern Ireland,Sunderland,22,4.2M,7K,P. McNair,1781
221121,Colombia,Independiente Santa Fe,22,4.9M,4K,D. Rodríguez,1811
159937,Chile,Curicó Unido,33,1.3M,3K,M. Fierro,1674
